ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target,,
5112826,Female,No,Yes,No,No,No,Yes,3,5,22,450000,61.1894837,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112831,Female,No,Yes,No,No,No,No,1,3,3,90000,31.88018919,1.738570949,Commercial associate,Secondary / secondary special,Married,With parents,Sales staff,No,,
5112833,Female,No,Yes,No,Yes,Yes,No,1,2,17,90000,36.14037249,2.784451426,Working,Secondary / secondary special,Separated,With parents,Sales staff,No,,
5112835,Female,No,Yes,No,No,No,No,2,4,16,157500,41.84069488,8.952955913,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112837,Female,Yes,Yes,No,No,No,No,1,3,5,90000,32.60299664,0.952791638,Commercial associate,Secondary / secondary special,Married,With parents,Realty agents,No,,
5112838,Female,No,Yes,Yes,Yes,Yes,No,0,2,10,202500,43.54093513,5.615447271,Working,Higher education,Married,House / apartment,Accountants,No,,
5112839,Female,No,Yes,No,Yes,No,Yes,0,2,12,225000,55.4864234,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112840,Female,No,Yes,No,No,No,No,1,3,2,135000,33.07391664,4.446360979,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5112842,Female,Yes,Yes,No,No,Yes,No,0,2,13,427500,54.9005113,6.863932867,Working,Higher education,Married,House / apartment,Accountants,No,,
5112843,Female,No,Yes,No,Yes,No,Yes,0,2,9,135000,59.04844042,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112844,Male,Yes,Yes,No,No,Yes,No,0,2,49,247500,52.554125,29.27370172,Working,Higher education,Married,House / apartment,Managers,No,,
5112848,Female,No,Yes,No,Yes,No,No,0,2,4,112500,36.18691691,0.268314887,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5112849,Female,No,Yes,No,Yes,No,Yes,0,1,43,67500,65.15123514,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,No,,
5112850,Female,Yes,Yes,No,No,Yes,No,0,2,22,180000,33.32580409,4.602421679,Working,Secondary / secondary special,Married,House / apartment,Managers,Yes,,
5112851,Female,No,Yes,No,No,Yes,Yes,0,2,7,180000,64.40378653,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112852,Female,No,Yes,No,No,No,No,0,2,41,180000,51.62597452,19.52127696,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5112854,Female,No,Yes,No,No,No,No,1,3,35,202500,39.16575973,10.52999035,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5112855,Female,Yes,Yes,No,No,Yes,No,0,2,10,279000,27.23943681,3.364887712,Working,Higher education,Married,House / apartment,IT staff,No,,
5112856,Female,Yes,Yes,No,No,No,No,0,2,8,225000,30.14435615,11.69360083,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112858,Female,Yes,No,No,No,No,No,1,3,40,270000,33.89528875,5.776983785,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Yes,,
5112865,Male,Yes,Yes,No,Yes,Yes,No,2,4,57,135000,37.73931018,4.854309123,Working,Higher education,Married,House / apartment,High skill tech staff,No,,
5112867,Female,No,No,Yes,Yes,No,No,0,1,0,157500,45.96672074,2.020575371,Working,Higher education,Single / not married,House / apartment,Sales staff,No,,
5112868,Female,Yes,Yes,No,No,No,No,0,1,46,180000,57.90399529,7.354018221,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5112869,Male,Yes,Yes,No,Yes,Yes,No,0,2,4,270000,23.00937049,2.527088167,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,No,,
5112870,Male,Yes,Yes,No,Yes,No,No,1,3,15,360000,57.49057133,8.027543344,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112872,Female,Yes,Yes,No,No,Yes,No,0,1,11,360000,57.30165575,5.601757736,Commercial associate,Higher education,Single / not married,House / apartment,Managers,No,,
5112873,Female,Yes,Yes,No,No,Yes,No,0,2,45,143100,50.37748893,27.52144123,State servant,Higher education,Married,House / apartment,IT staff,No,,
5112874,Female,No,Yes,No,No,No,No,0,2,5,135000,45.18367934,5.615447271,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5112877,Male,No,Yes,Yes,No,No,No,1,3,18,180000,32.96166246,4.854309123,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5112878,Female,Yes,Yes,No,No,No,No,0,1,30,225000,51.6150229,3.269060966,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,No,,
5112879,Male,Yes,No,No,No,No,No,2,4,22,247500,45.3260505,14.7710083,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5112881,Female,No,Yes,No,No,Yes,Yes,0,2,2,166500,59.96563927,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112882,Female,No,Yes,No,No,No,No,0,2,51,135000,48.34322402,9.117230333,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5112883,Female,No,Yes,No,No,No,No,0,2,5,360000,37.70097949,17.44594345,Working,Higher education,Married,House / apartment,Other,No,,
5112884,Female,No,Yes,No,No,No,Yes,0,1,60,292500,64.81173467,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,No,,
5112885,Female,No,Yes,No,No,No,No,0,2,24,87750,54.36114362,2.444950957,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,No,,
5112886,Female,No,Yes,No,Yes,No,Yes,0,2,33,67500,61.95609766,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112887,Male,Yes,No,No,No,No,No,0,2,30,315000,31.80078989,5.52509634,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Yes,,
5112888,Female,No,Yes,Yes,Yes,Yes,No,0,2,11,126000,30.00472289,2.937774218,Commercial associate,Higher education,Civil marriage,With parents,Laborers,No,,
5112889,Female,No,Yes,No,No,No,No,0,2,33,135000,53.0223071,1.182775827,Working,Secondary / secondary special,Married,House / apartment,Managers,No,,
5112895,Female,No,Yes,No,No,No,No,2,4,49,157500,37.93096367,1.119803966,State servant,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112896,Female,No,Yes,No,No,No,No,2,4,21,180000,41.00289534,11.53206431,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5112897,Female,Yes,Yes,No,No,No,No,1,3,11,382500,39.19861462,7.531982176,Working,Secondary / secondary special,Married,House / apartment,Managers,No,,
5112898,Male,Yes,Yes,No,Yes,No,Yes,0,2,22,225000,60.28871229,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112899,Female,No,Yes,No,No,No,No,0,2,51,126000,48.05300588,3.27453678,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112902,Female,No,Yes,No,No,No,No,0,2,54,180000,45.29867143,6.105532626,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,No,,
5112903,Male,No,No,No,No,No,No,1,3,31,202500,37.12328111,13.26789736,State servant,Secondary / secondary special,Married,House / apartment,Core staff,Yes,,
5112905,Female,No,Yes,No,No,No,No,0,2,16,180000,62.68438093,43.0207328,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5112907,Male,No,Yes,No,No,Yes,No,2,4,20,292500,34.44287015,1.771425834,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112908,Female,Yes,No,No,No,Yes,No,0,2,56,360000,42.70039768,1.267650944,Working,Higher education,Married,House / apartment,Accountants,No,,
5112909,Female,No,Yes,No,Yes,Yes,No,0,2,55,247500,50.00787148,5.782459599,Working,Higher education,Married,House / apartment,High skill tech staff,No,,
5112910,Male,Yes,No,Yes,Yes,No,No,0,2,35,157500,35.1656776,3.280012594,State servant,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5112911,Male,No,Yes,No,Yes,Yes,No,0,2,34,351000,33.31211455,2.193063513,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
5112912,Female,No,Yes,Yes,No,No,No,0,2,30,292500,50.12833939,31.0259622,State servant,Higher education,Married,House / apartment,Managers,No,,
5112915,Female,No,Yes,No,Yes,No,No,1,3,17,225000,38.32248438,1.853563044,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,No,,
5112916,Female,Yes,No,No,No,No,No,2,4,56,135000,38.95220299,6.020657508,State servant,Secondary / secondary special,Married,House / apartment,Other,No,,
5112917,Female,No,Yes,Yes,No,No,No,0,1,56,337500,58.6103753,10.61486547,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,No,,
5112919,Male,Yes,Yes,No,No,Yes,No,2,4,21,189000,37.88715716,2.187587699,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5112920,Male,Yes,Yes,No,No,Yes,No,3,5,43,256500,35.82277528,4.273872838,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5112921,Female,Yes,Yes,No,No,No,No,1,3,1,202500,39.56001834,12.60806177,Working,Higher education,Married,House / apartment,Core staff,No,,
5112923,Female,No,Yes,No,No,No,Yes,0,2,46,112500,56.617179,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112924,Female,Yes,Yes,No,Yes,No,No,0,2,53,450000,48.61701472,13.9496362,Working,Higher education,Married,House / apartment,Managers,Yes,,
5112926,Female,No,Yes,No,No,No,No,0,2,21,315000,52.92921826,8.273954975,State servant,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5112928,Male,Yes,Yes,No,No,No,No,0,1,1,202500,29.39143172,9.352690336,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,No,,
5112931,Female,Yes,Yes,No,Yes,No,No,0,2,12,270000,53.23586384,3.600347714,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112932,Male,Yes,No,No,No,No,No,2,4,40,261000,43.59021746,4.517546562,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,Yes,,
5112933,Male,Yes,Yes,No,No,No,No,0,2,14,540000,53.08801687,7.937192413,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Yes,,
5112935,Male,No,Yes,Yes,No,No,No,0,2,15,211500,63.6508621,15.26656947,Commercial associate,Higher education,Married,House / apartment,Laborers,No,,
5112937,Male,Yes,Yes,No,No,Yes,No,0,1,10,405000,58.26266111,2.59827375,Working,Secondary / secondary special,Separated,House / apartment,Drivers,No,,
5112938,Female,No,Yes,No,No,No,No,1,2,13,135000,31.83912058,3.017173522,Working,Secondary / secondary special,Separated,House / apartment,Other,No,,
5112940,Male,Yes,Yes,Yes,No,No,No,0,2,9,180000,23.94573468,3.266323059,Working,Secondary / secondary special,Married,House / apartment,IT staff,No,,
5112941,Male,Yes,Yes,No,No,No,No,1,3,38,270000,37.53122925,0.26557698,Working,Higher education,Married,House / apartment,Drivers,No,,
5112942,Female,Yes,Yes,No,No,No,No,1,2,57,270000,43.9954277,2.102712581,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,No,,
5112946,Female,No,Yes,No,No,No,Yes,0,2,19,157500,57.39474459,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5112947,Male,No,Yes,Yes,Yes,Yes,No,0,2,1,225000,46.08992656,8.950218006,Commercial associate,Higher education,Married,House / apartment,Other,No,,
5112948,Male,Yes,Yes,No,No,No,No,1,3,29,1125000,45.49306283,4.446360979,Working,Higher education,Married,House / apartment,Managers,No,,
5112949,Female,No,Yes,No,No,No,Yes,0,1,58,202500,61.36744765,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5112950,Female,No,Yes,No,No,No,Yes,0,1,13,180000,60.05872811,0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,Other,No,,
5112952,Male,Yes,Yes,No,Yes,No,Yes,0,2,31,157500,50.09000869,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112953,Female,Yes,Yes,No,No,No,Yes,0,2,33,90000,67.91378331,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5112954,Male,No,Yes,No,No,Yes,No,0,2,0,225000,57.24963552,1.686550716,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112955,Female,No,No,No,No,No,Yes,0,2,5,135000,66.31210771,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Other,No,,
5112957,Female,No,Yes,No,No,No,No,0,2,41,157500,36.76187738,7.354018221,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5112959,Female,No,No,No,No,Yes,No,2,4,42,90000,32.65775478,0.854226986,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5112960,Male,Yes,Yes,No,No,No,No,0,2,32,382500,29.44618986,9.177464287,Working,Higher education,Married,House / apartment,Core staff,No,,
5112961,Male,Yes,Yes,No,No,No,No,1,3,24,135000,34.06777689,4.429933537,Working,Secondary / secondary special,Married,House / apartment,Core staff,Yes,,
5112962,Female,No,Yes,No,No,No,No,1,2,12,67500,36.01990458,3.263585152,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,No,,
5112963,Female,Yes,Yes,No,No,No,No,2,4,21,112500,32.53728687,3.178710035,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,Yes,,
5112964,Female,No,No,No,Yes,No,No,0,1,1,135000,36.70985715,15.59785622,Working,Higher education,Single / not married,House / apartment,Other,No,,
5112965,Female,No,Yes,No,No,No,Yes,0,2,56,90000,59.29485205,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112966,Female,No,No,No,Yes,No,No,0,2,44,112500,51.48634127,29.26275009,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5112967,Male,No,No,No,No,No,Yes,0,1,52,382500,41.81879162,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5112968,Male,Yes,No,Yes,Yes,No,No,0,2,19,315000,41.06312929,12.76686037,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112969,Female,No,No,Yes,Yes,No,No,0,2,50,112500,50.79091289,14.10022109,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,No,,
5112972,Female,No,No,Yes,No,No,No,0,2,6,108000,49.92573427,29.10121358,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5112975,Female,No,No,Yes,Yes,No,No,3,5,51,171000,37.48742274,9.596364059,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5112976,Male,Yes,No,Yes,No,No,No,0,2,14,360000,43.68056839,6.680493097,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5112977,Female,Yes,No,No,No,No,No,0,2,26,157500,39.48061904,7.099392869,Working,Secondary / secondary special,Married,House / apartment,Private service staff,No,,
5112978,Male,No,No,Yes,Yes,No,No,0,2,39,202500,54.97443479,9.596364059,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112979,Male,No,No,No,Yes,No,Yes,0,2,11,315000,64.71864583,0,Pensioner,Higher education,Civil marriage,House / apartment,Other,No,,
5112981,Male,No,Yes,No,No,Yes,No,0,2,32,180000,41.11514952,0.854226986,Working,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5112982,Male,Yes,No,No,No,Yes,No,2,3,59,337500,37.69824158,10.19596569,Commercial associate,Higher education,Single / not married,House / apartment,Managers,No,,
5112983,Female,No,Yes,Yes,Yes,No,No,0,1,52,202500,49.95858916,26.28116936,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,No,,
5112984,Female,No,No,No,Yes,No,No,0,2,13,180000,61.12651184,3.367625619,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,No,,
5112985,Female,No,Yes,No,No,Yes,No,0,2,20,135000,31.72139058,11.35410036,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,Yes,,
5112986,Female,No,Yes,No,No,No,No,0,2,1,157500,47.85040076,2.852899101,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5112987,Male,No,Yes,No,Yes,No,Yes,0,2,18,90000,61.75349254,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5112988,Female,No,Yes,No,No,No,Yes,0,1,22,90000,52.20914872,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5112989,Female,Yes,Yes,Yes,Yes,Yes,No,0,2,30,90000,26.27843145,3.104786546,Working,Secondary / secondary special,Civil marriage,With parents,Cleaning staff,No,,
5112990,Male,Yes,Yes,No,No,No,No,0,2,55,202500,62.02728324,10.68605105,Working,Higher education,Married,House / apartment,Managers,Yes,,
5112991,Female,No,Yes,No,No,No,No,0,1,20,247500,31.84733431,7.354018221,Commercial associate,Higher education,Single / not married,House / apartment,Cooking staff,No,,
5112992,Male,Yes,Yes,No,No,No,No,0,2,40,202500,56.64455807,1.938438161,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5112993,Female,Yes,Yes,No,No,Yes,No,0,2,3,180000,42.9824021,1.519538389,Working,Lower secondary,Married,House / apartment,Sales staff,No,,
5112994,Female,No,Yes,Yes,Yes,No,No,0,1,36,162000,38.7988802,8.687378933,Working,Higher education,Single / not married,House / apartment,Managers,No,,
5112995,Female,No,Yes,No,No,No,Yes,0,1,7,49500,65.23063444,0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,Other,No,,
5112996,Female,No,Yes,No,No,No,Yes,0,1,27,135000,64.24498792,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5113003,Female,Yes,No,No,Yes,No,No,2,4,2,157500,33.79672409,12.68746107,Working,Secondary / secondary special,Married,House / apartment,Accountants,No,,
5113004,Female,Yes,No,Yes,Yes,No,No,0,2,22,270000,27.81713519,3.436073294,Commercial associate,Higher education,Married,House / apartment,Other,No,,
5113005,Female,No,No,Yes,Yes,No,No,0,2,23,112500,37.99119763,5.519620526,Working,Higher education,Married,House / apartment,Other,Yes,,
5113006,Male,Yes,No,No,No,No,No,1,3,31,112500,53.61917082,6.020657508,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5113007,Female,No,No,Yes,No,No,No,1,2,15,171000,24.81638911,4.602421679,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,No,,
5113010,Male,No,No,Yes,No,No,No,0,2,5,180000,59.72196554,12.02214967,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,No,,
5113011,Male,Yes,No,Yes,Yes,No,No,0,2,31,90000,31.30796662,5.601757736,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5113013,Female,No,Yes,No,No,No,No,1,2,30,148500,33.06296502,0.353190004,Working,Incomplete higher,Separated,House / apartment,Other,No,,
5113014,Female,No,No,No,No,No,No,0,2,28,135000,31.54890244,6.034347043,Working,Higher education,Married,House / apartment,Other,No,,
5113015,Female,No,Yes,No,No,No,No,1,3,11,112500,46.43216493,9.938602435,Working,Secondary / secondary special,Married,Municipal apartment,Medicine staff,No,,
5113016,Female,Yes,No,No,Yes,No,No,2,3,13,270000,36.36214296,0.854226986,Working,Secondary / secondary special,Separated,House / apartment,Laborers,No,,
5113017,Male,No,Yes,No,No,No,Yes,0,1,4,315000,55.58225015,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5113018,Male,No,No,No,No,Yes,No,0,1,28,211500,43.75722979,16.35351855,State servant,Secondary / secondary special,Single / not married,With parents,Other,Yes,,
5113020,Male,Yes,Yes,No,No,No,No,0,2,15,202500,40.03367626,6.020657508,State servant,Secondary / secondary special,Married,House / apartment,Core staff,No,,
5113022,Female,No,Yes,No,No,No,Yes,0,2,15,283500,59.42627159,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5113023,Female,Yes,Yes,No,Yes,No,No,0,2,23,99000,47.09200052,8.104204741,Working,Secondary / secondary special,Married,House / apartment,Secretaries,No,,
5113024,Female,No,Yes,No,Yes,No,No,0,2,18,90000,37.18077715,15.85248157,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,No,,
5113025,Female,No,Yes,No,No,No,Yes,0,1,27,157500,61.36744765,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,No,,
5113026,Female,No,Yes,No,No,No,No,1,3,16,157500,45.47389748,9.935864528,Commercial associate,Secondary / secondary special,Married,House / apartment,HR staff,No,,
5113027,Female,No,Yes,No,No,No,Yes,0,2,8,225000,58.1421932,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5113028,Male,Yes,Yes,No,No,Yes,No,1,3,9,292500,40.21164021,12.76959828,Working,Higher education,Married,House / apartment,Security staff,No,,
5113030,Male,No,Yes,No,No,Yes,No,1,3,44,315000,32.37575036,2.768023984,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,No,,
5113035,Female,No,Yes,No,Yes,No,No,0,2,11,112500,55.69998015,28.61660404,Commercial associate,Higher education,Married,House / apartment,Core staff,No,,
5113037,Female,No,Yes,No,No,Yes,No,0,2,8,247500,40.91254441,0.435327214,Working,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5113039,Female,No,Yes,No,No,Yes,No,0,1,30,153000,40.97551627,21.6869614,Working,Higher education,Separated,House / apartment,Managers,No,,
5113040,Female,No,Yes,No,No,No,No,0,1,47,229500,34.66190271,14.93528272,Working,Higher education,Widow,House / apartment,Laborers,No,,
5113042,Male,Yes,Yes,No,No,No,No,0,1,50,202500,45.14808655,1.763212113,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other,No,,
5113045,Female,No,Yes,No,No,Yes,No,1,2,22,180000,45.32331259,6.762630307,Working,Higher education,Separated,House / apartment,Other,No,,
5113060,Female,No,No,No,No,No,No,2,3,43,135000,40.18426114,14.67791946,Working,Secondary / secondary special,Separated,Municipal apartment,Cleaning staff,No,,
5113061,Female,Yes,Yes,No,Yes,No,No,2,4,17,144000,32.24433082,7.512816827,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5113063,Male,No,Yes,No,No,Yes,No,0,2,28,243000,25.7089468,0.594125821,Working,Higher education,Married,House / apartment,Cooking staff,No,,
5113064,Female,No,Yes,No,No,No,Yes,0,2,14,216000,62.6734293,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,No,,
5113065,Female,No,Yes,No,No,No,No,0,2,18,112500,53.2960978,0.679000938,State servant,Secondary / secondary special,Married,House / apartment,Other,No,,
5113067,Male,No,No,No,No,Yes,No,0,2,36,225000,32.90690432,4.260183303,Working,Higher education,Married,House / apartment,Sales staff,No,,
5113073,Female,No,Yes,No,Yes,Yes,No,0,1,58,225000,53.90938897,34.01301875,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,No,,
5113075,Female,No,Yes,No,Yes,No,No,0,2,20,121500,57.9450639,1.678336995,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,No,,
5113076,Male,No,Yes,No,No,Yes,No,0,2,4,360000,53.58631594,8.427277768,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
5113077,Female,Yes,Yes,No,No,No,No,1,3,25,112500,36.52641738,11.59503617,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,No,,
5113078,Male,Yes,Yes,Yes,Yes,No,No,1,2,39,360000,40.92897185,20.59453651,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,No,,
5113081,Female,No,Yes,No,No,No,No,1,2,43,112500,41.89819093,3.096572825,Working,Higher education,Single / not married,House / apartment,Core staff,Yes,,
5113083,Female,No,Yes,No,No,No,Yes,0,1,32,90000,60.2120509,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,No,,
5113085,Male,No,Yes,No,Yes,Yes,No,2,4,58,225000,39.79547835,21.67874768,State servant,Higher education,Married,House / apartment,Core staff,No,,
5113086,Female,Yes,No,No,No,No,No,1,3,59,324000,49.81348009,3.345722363,Commercial associate,Higher education,Married,Rented apartment,Sales staff,Yes,,
5113094,Male,Yes,Yes,No,No,No,No,1,3,13,225000,41.03027441,2.343648398,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5113096,Female,Yes,No,No,No,No,No,1,3,8,315000,42.21578814,10.01252592,Working,Higher education,Married,House / apartment,Other,No,,
5113100,Female,No,Yes,No,Yes,Yes,No,0,2,16,382500,45.12618329,9.344476615,Working,Higher education,Married,House / apartment,Other,No,,
5113110,Female,No,Yes,No,Yes,Yes,No,0,2,46,180000,45.31236097,8.764040329,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,No,,
5113111,Male,Yes,Yes,No,Yes,Yes,No,2,4,56,225000,51.12219963,8.013853809,Working,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5113113,Male,Yes,Yes,Yes,Yes,No,No,0,2,21,202500,42.22673977,8.84617754,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5113116,Female,No,Yes,No,No,No,No,0,2,21,630000,58.43514925,12.67924735,State servant,Higher education,Married,House / apartment,Managers,Yes,,
5113122,Female,No,Yes,No,No,No,Yes,0,1,4,225000,65.08278746,0,Pensioner,Higher education,Widow,House / apartment,Other,No,,
5113127,Female,Yes,Yes,No,No,No,No,0,2,50,315000,35.27245597,9.930388714,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
5113131,Female,Yes,Yes,No,No,No,No,0,2,32,360000,52.11058406,9.67850127,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,No,,
5113141,Female,No,Yes,No,No,No,Yes,0,2,15,252000,57.72603134,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,No,,
5113148,Female,Yes,Yes,No,No,Yes,No,0,2,29,202500,42.37732465,11.93179874,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,No,,
5113149,Male,No,Yes,No,No,No,No,0,2,46,157500,42.50053047,2.84468538,Commercial associate,Higher education,Married,House / apartment,Managers,No,,
5113152,Female,Yes,Yes,Yes,Yes,Yes,No,0,2,28,135000,46.98796005,5.25951936,Commercial associate,Higher education,Married,House / apartment,Sales staff,No,,
5113154,Female,No,Yes,Yes,No,No,No,0,2,23,45000,36.62771994,2.76254817,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,No,,
5113156,Male,Yes,Yes,No,Yes,No,No,2,4,12,337500,38.7988802,2.01236165,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,No,,
5113161,Male,Yes,Yes,Yes,No,No,No,0,2,51,225000,51.54383731,1.593461878,Working,Secondary / secondary special,Married,House / apartment,Laborers,No,,
5113162,Female,Yes,Yes,Yes,Yes,No,No,1,3,20,180000,34.44013224,10.17406244,Working,Secondary / secondary special,Married,House / apartment,Other,No,,
5113164,Male,Yes,Yes,No,No,Yes,No,0,2,48,675000,55.11680596,9.67850127,Working,Higher education,Married,House / apartment,Managers,No,,
5113167,Female,No,Yes,No,No,No,No,0,2,13,225000,35.43125458,5.25951936,Working,Higher education,Married,House / apartment,Managers,No,,
5113169,Female,Yes,Yes,No,No,No,No,1,3,21,405000,41.82426744,9.098064984,Working,Higher education,Married,House / apartment,Accountants,No,,
5113173,Male,Yes,Yes,No,No,No,Yes,0,2,11,315000,53.78344525,0,Pensioner,Higher education,Married,House / apartment,Other,No,,
5113177,Female,Yes,Yes,No,No,Yes,No,0,1,9,90000,24.33451748,0.344976283,Working,Incomplete higher,Single / not married,With parents,Other,No,,
5113178,Male,No,Yes,No,Yes,No,No,0,2,18,211500,25.50360377,5.01310773,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Yes,,
5113180,Male,Yes,Yes,No,No,No,No,0,2,11,135000,48.01741309,1.678336995,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,No,,
5113183,Female,No,Yes,No,No,No,No,0,2,57,135000,53.82177594,4.93097052,Working,Secondary / secondary special,Married,House / apartment,Other,Yes,,
